longitude,latitude,type,lon_radians,lat_radians,neighbors,density_factor,demand,customer_id
-76.16186430611484,38.96475995358956,Customer,-1.3292752965988504,0.6800633534393706,126,1.9752842033821616,292.86663752741003,CUST_1
-77.85084407238416,40.23905626401316,Customer,-1.3587535545198144,0.7023040197022783,68,1.0731859057745603,22.703157630732022,CUST_2
-78.33383248877686,37.28207518409593,Customer,-1.3671832926348604,0.6506949639385451,43,0.6843504326678355,175.02033869718036,CUST_3
-77.18345675251808,38.38733808629542,Customer,-1.3471054484020908,0.6699854406820742,130,2.0374978790792375,171.04517640472028,CUST_4
-77.3433276196714,37.592963815883856,Customer,-1.3498957214119345,0.6561209941702647,88,1.38425428425994,216.86021600250083,CUST_5
-77.77211748841744,37.97201946433391,Customer,-1.3573795164207472,0.6627367632840003,92,1.446467959957016,77.41431652999405,CUST_6
-77.77779666328573,39.4347829758038,Customer,-1.3574786367209954,0.6882668027371837,127,1.9908376223064306,243.45750709385163,CUST_7
-77.59007171395358,36.750763728893055,Customer,-1.35420221826701,0.6414218296916926,32,0.5132628245008767,27.28466934136247,CUST_8
-78.16943689964236,38.20862764935362,Customer,-1.3643140483287075,0.6668663551497622,82,1.290933770714326,85.0705854919839,CUST_9
-77.11777045057856,38.10767139387456,Customer,-1.3459590061597868,0.6651043360911679,119,1.8664102709122787,437.4807136340993,CUST_10
-75.96281261951732,38.61164025956929,Customer,-1.325801189286076,0.6739002521250821,83,1.306487189638595,106.911437032374,CUST_11
-77.20797375407987,36.66361524750434,Customer,-1.3475333508020606,0.6399008017533464,32,0.5132628245008767,51.508621428879955,CUST_12
-77.0602507154872,36.73405449759883,Customer,-1.3449550973975677,0.641130198590131,33,0.5288162434251457,73.54662743483601,CUST_13
-76.18727576836213,39.00570209218108,Customer,-1.329718810282812,0.6807779285606006,127,1.9908376223064306,229.61325873790037,CUST_14
-76.96102003432797,37.15601006186709,Customer,-1.3432231952923426,0.6484947124837228,57,0.9020982976076013,87.5471639840509,CUST_15
-77.65366875170542,37.00208177001718,Customer,-1.3553121959702947,0.645808156978971,46,0.7310106894406425,78.97673417132036,CUST_16
-76.46958180432469,40.48897397072874,Customer,-1.3346459801086121,0.7066659065434988,51,0.8087777840619874,242.13047001949693,CUST_17
-78.02642911064042,39.51470528704953,Customer,-1.3618180915546263,0.6896617102142254,108,1.6953226627453197,148.27426277498046,CUST_18
-77.2758190732847,38.83077667950435,Customer,-1.3487174750042512,0.6777249041639819,155,2.4263333521859622,241.51479462309533,CUST_19
-77.71834235886759,38.25983755791328,Customer,-1.3564409633544159,0.6677601366637734,117,1.8353034330637408,279.36998780326394,CUST_20
